城市,评论,昵称,性别,评分,观影时间
徐州,"剧情丰满，是一部不错的犯罪悬疑片。结尾的各种反转也比较抓观众心理，整部电影节奏还算紧凑，很值得一看。
至于演员演技，拜托不要再让60的发哥再火拼啦，还是双AK，😓。可以怀旧一下，一下就好，让大家想起当年的念想就好了，不要刻意突出发哥当年的情怀了。说实话，整部电影剧情紧凑，唯独中间火拼这一段是败笔，第一失真第二拖沓。郭富城现在演技确实好很多了，把伪装的那个人的胆小内心挣扎演的很到位。
两位男主唯一不足都在另一个角色的塑造上，发哥没有演出小司机的无辜，而郭富城没有演出真正画家的狠劲。整体都OK，非常不错的电影，也算是很好的港产犯罪片了！",ynB607174961,1,4,2018-10-11 10:11
大连,自己感受，反转,Raymontiaan,1,5,2018-10-11 10:11
天津,有事，没看成，习惯性给个满分,弈枫暝軒,0,5,2018-10-11 10:11
张家港,还行吧，没看到结尾就走了,nsC855733256,0,3.5,2018-10-11 10:11
深圳,结局真的不是你能想到的,wvs783493048,0,5,2018-10-11 10:09
承德,被发哥演的坏人吓到了，演技太高了,田力750,1,4.5,2018-10-11 10:07
南昌,真的天下无双,麋鹿先森丿,1,4.5,2018-10-11 10:06
邢台,比较好。发哥！,Dxm240480307,0,4,2018-10-11 10:05
秦皇岛,非常的好看啊,suyishuaige,1,5,2018-10-11 10:04
上海,挺好看的，演员都是喜欢的,TLH190098999,2,4.5,2018-10-11 10:03
四平,完美，本以为是一部普通的犯罪电影，没想到如此烧脑！,无聊路人甲602,1,5,2018-10-11 10:03
中山,很好，发哥不错😊,SLj274834812,0,5,2018-10-11 10:03
上海,跟非常嫌疑犯，有鸡毛区别？,eWg895369898,0,2,2018-10-11 10:00
徐州,陪父母去看的，父母很开心。周润发，郭富城，两大影帝，演技不用多说。这个结尾有些意外,Depression丶丶,1,5,2018-10-11 09:59
邯郸,不错，很好看,白白的！,1,5,2018-10-11 09:57
乌鲁木齐,看的我很压抑 虽然是悬疑片 剧中几处矛盾疑点没处理好 可能是我看不懂吧？总之有点失望😔,浩泽丶私房摄影,0,1,2018-10-11 09:56
佛山,虎头蛇尾，一脸懵逼,fsL361216195,0,1.5,2018-10-11 09:56
吴江,好电影，喜欢发哥！,fHi196173253,0,5,2018-10-11 09:55
济宁,很不错，很棒，可以,圣诞节吗,0,4,2018-10-11 09:54
常州,不错，还好的吧,pHg654615186,1,5,2018-10-11 09:48
常州,很棒的电影！！,叶二硕,2,5,2018-10-11 09:46
偃师,情节跌宕起伏，很曲折。,谢佳奇,1,5,2018-10-11 09:44
衡阳,好看!!!!,UUq945618427,0,5,2018-10-11 09:43
南京,双重人格，有点儿像看不见的客人表现手法，精彩,Behtiyarr,1,4.5,2018-10-11 09:43
桐乡,还可以 发哥演技精湛,liu小逗逗,1,4.5,2018-10-11 09:43
杭州,烧脑剧，还好我够聪明,OFJ957740362,1,5,2018-10-11 09:42
杭州,向八.九十年代的港片致敬。那时的港片是我们感觉唯一能对抗好来坞的电影。周润发老了。但还未到老尔弥坚的境界。这是与好莱坞演员的差距。德尼罗。福特。罗德福。华盛顿。康奈利。.,WKj477927315,0,4,2018-10-11 09:42
石家庄,剧情比较弱，也谈不上烧脑，反转的比较尬，一群TVB老牌绿叶们……但那又怎样，发哥就是一切，发哥即正义。,tottiroma1985,1,3.5,2018-10-11 09:42
惠州,em.......这样的叙事手法和多年前的一部国外惊悚片《恐惧岛》是一样的，最后的幸存者就是主谋，很多朋友说烧脑，但看完后觉得也还好，只要中间不瞌睡，剧情还是连接得起来的，剧情唯一出乎意料的应该是李问和那位女画家其实不是ex的关系吧。郭富城演技依然惊赞，但孙佳君的变化真的好大,苍井星星,0,4,2018-10-11 09:42
十堰,真的很棒，剧情反转十分顺畅,DPD210024333,0,5,2018-10-11 09:40
如皋,漂亮，惊险，刺激！,友缘装饰,1,5,2018-10-11 09:39
呼和浩特,一般般剧情，冲主要去的,郝喜乐,1,3,2018-10-11 09:38
大连,感觉像碟中谍7,灵鹫宫尊主,1,4,2018-10-11 09:36
汕头,港片现在超级好看，反转得也非常棒，各个主角颜值演技都在线，非常推荐，只是我妈神补刀来了句，看了一个晚上，原来都是假的,QWG390169593,0,5,2018-10-11 09:36
南宁,剧情不错666,vXC18878725123,1,5,2018-10-11 09:34
天津,反转反转反转！虽然反转情节比较传统，但实际表现出来并没有落入俗套！发哥风采依旧！郭富城演绎的也非常棒！看完后才注意到官方还有一个满怀工匠精神的预告片，强烈建议看完再观影！😂😂😂,QVj946522670,1,5,2018-10-11 09:34
郑州,不错不错   挺好的,大灰狼的小红帽儿,0,5,2018-10-11 09:31
襄阳,看不懂 看不懂  就冲着周润发去的,李萌萌萌萌噢、,2,5,2018-10-11 09:30
临沂,电影不错，发哥太酷帅了,小马嘟嘟嘟,2,5,2018-10-11 09:29
昆明,剧情反转很大，演员演技炸裂，尤其是发哥真的很帅，很有男人魅力，现在突然get到张静初的美，气质很好,雨毛毛啊,2,4.5,2018-10-11 09:28
织金,拍的什么玩意儿。烂到底,張臻,0,1,2018-10-11 09:25
沈阳,强大的心理战术，彻头彻尾的讲述所谓别人的故事，演员阵容经典而强大，演技爆棚，让人在某个瞬间，分不清这几位大咖到底是在演戏，还是在表现真实的自己，给老戏骨们点赞。,茧爱XiaoFen,2,4,2018-10-11 09:25
合川,剧情还可以 结局有点意想不到,耒宁,2,4,2018-10-11 09:24
三亚,理想很丰满，现实很骨感，很有新意，编剧也出人意料，由爱生恨，由嫉生恨，难得的好电影,孤独的羁旅,0,5,2018-10-11 09:24
长春,好看 今年最喜欢的电影,入世.,0,5,2018-10-11 09:23
九江,挺好的，很喜欢这个电影，有搞笑的成分,TQN605788225,0,5,2018-10-11 09:22
南京,很精彩，全部反转，感觉看了个假电影😂😂两位大咖演技都很好！,堂堂糖葫芦,2,4.5,2018-10-11 09:18
东莞,好看好看好看,iQx712113206,0,5,2018-10-11 09:16
营口,开始没看懂，后来读懂了，为了一个女人一个男人的蜕变，演员演技不错，支持发哥,huandeng63,0,4.5,2018-10-11 09:15
兰州,很好看很好看很好看,王晓强654,0,4.5,2018-10-11 09:12
东莞,好精彩，发哥演技很好,灰色空间62,2,4.5,2018-10-11 09:11
常州,还行还行还行,冲哥zcwf,0,4,2018-10-11 09:11
成都,最后半个小时十分烧脑与高能，我十分喜欢这种电影,v5874,0,5,2018-10-11 09:09
深圳,好看。不错不错 凑字数,LingBiBii,2,4,2018-10-11 09:07
嘉善,个人认为一般般,倪万强,1,4,2018-10-11 09:06
浏阳,和正常的香港匪警片差不多吧！,眚灬总是一成不变,1,4,2018-10-11 09:05
本溪,不错不错对的,图图是小兔,2,5,2018-10-11 09:04
泗洪,冲着发哥来的，，，,m丨一灬一丨m,1,3.5,2018-10-11 09:01
上海,做回自己，接受一切的不美好,UfT667388222,1,4.5,2018-10-11 09:00
太原,"如果影片到画家去炸警察局结束，那么它就是部80年代香港警匪片

如果影片到画家身份被揭露结束，那么它是部不错的高智商犯罪片

如果影片到画家被炸死结束，那么它是部大陆的规范片，正义必须得到伸张

如果影片到阮文表示李问是邻居时结束，那么它就是部拷问人性的影片，之前所有的评价都需要提高一个档次，它对得起«无双»之名",Roi265381835,0,4,2018-10-11 09:00
洛阳,你发哥就是你发哥。。依旧是，永远是,Galaxy6036,0,5,2018-10-11 08:57
梧州,一般，动作太少,双孖小龙女,2,4,2018-10-11 08:57
张家港,剧情什么的挺好看的，演员的演技也很到位，就是感觉最后发哥的结尾有点虎头蛇尾，可能前面太精彩了，衬的后面有些平淡了。,lucinejs,2,4.5,2018-10-11 08:56
京山,还不错，剧情反转太刺激,豆芽妹st,0,5,2018-10-11 08:53
武汉,虽然感觉是好几部电影的mix翻拍之作，但是没有大的逻辑破绽，演员也演技到位，还有点小悬念可供思考。一部不错的电影！算是近来少有了。,Ccu199178919,0,4,2018-10-11 08:52
北京,挺不错的电影,阿沐552,1,5,2018-10-11 08:51
中山,剧情还是可以 在两位资深演员表现出来戏都有一定水平,Jmc894098523,1,4,2018-10-11 08:49
武汉,一般般。看了。还行,nMb368499400,0,3,2018-10-11 08:44
上海,这部电影非常好看,XL173179,0,5,2018-10-11 08:43
辽阳,好看，电影太烧脑啦😄 ,OqG538829155,0,5,2018-10-11 08:37
河源,发哥～嘴角都是戏,sammi3999,0,5,2018-10-11 08:36
白银,发哥  必须支持一下  烧脑 可以的,haG112894507,2,4.5,2018-10-11 08:36
北京,为了那个3块6的优惠券对出好几十的饭钱车钱  超级亏大发喽   但是很开森   应为看电影是一件非常幸福的事，影院不大好找    说什么月恒正生活广场  😞😞根本没有生活广场   明显的标志是  普蜂莲花（超市）这四个打字  根本就没找到什么生活广场一打听才知道是超市那个门进去上三楼；  影院里面装潢还算是高档吧，很大整个三层都是影院的感觉  服务比较体贴周到，我进影厅的时候  已经关灯开始广宣阶段  黑压压一片……  等电影结束后  大灯一开  光源刺眼睛不太舒服   不过沙发式的座椅特别人性化  腰部像是有个靠垫似的  特别舒服  但是听说他家有脚可以抬起来的沙发座  据说那是VIP厅,HH1987CC,2,3,2018-10-11 08:32
秦皇岛,反转反转再反转，郭富城演技太棒了。当然了发哥的幽默耍酷也很得人心,小喜鹊959,2,5,2018-10-11 08:32
沛县,"发哥和郭天王的演技简直是完美！
看的太过瘾了，不过用钞票点烟的经典片段没了
有经典的老港片的味道，还想看第二次。
太喜欢这部电影了，支持发哥 支持男神！",A丶花果山裸奔猴,2,5,2018-10-11 08:30
宜昌,还不错，至少是最近一些片子里的精品吧,Royal丶H,1,5,2018-10-11 08:28
宁德,太好看了      嘻嘻,qex742919501,0,5,2018-10-11 08:26
上海,发哥还是那么帅啊,bmI591981740,0,5,2018-10-11 08:26
新昌,挺不错的啊！,qla185287956,0,4,2018-10-11 08:26
海西,太无聊了。有些失望，不晓得为什么评分那么高,afL345844560,0,0.5,2018-10-11 08:24
无锡,郭富城和周润发的演技还是挺不错的！不错(*๓´╰╯`๓)♡,heyunpro,1,4,2018-10-11 08:23
十堰,2018年值得一看的电影！,DcM233560965,0,5,2018-10-11 08:23
常熟,剧情太乱，看不懂，看了几遍了,火星的探险者,2,5,2018-10-11 08:19
武汉,看睡着了，又来坑我们影民的钱,黄金级会员沙宁,0,2,2018-10-11 08:18
吉林,真不错  挺好的！！！,玉剑情丝,0,5,2018-10-11 08:18
秦皇岛,好看，特别好看,hn永远,2,5,2018-10-11 08:16
宁波,有趣的故事。,热情在退烧。,1,5,2018-10-11 08:16
呼和浩特,不错，到后面一个翻转，郭富城演技很好，应该演这样有发挥空间的电影，不要去拍那些小白片，发哥不用说，一直很好(✪▽✪),benjing99,2,5,2018-10-11 08:12
许昌,8分给发哥的演技,QqE389419106,0,4,2018-10-11 08:12
常州,不看到最后就不知道结局，本来是冲着周润发去看的，结果被郭富城的演技圈粉，还是老戏骨的剧好看,古泉瑾,2,5,2018-10-11 08:11
上海,好看好看好看,_qqn4t1388139561,2,5,2018-10-11 08:09
商丘,发哥出演，给个5🌟，剧情不刺激！,MIXX～百事,1,5,2018-10-11 08:06
郑州,对于剧情下了功夫，可能是推理看太多并不觉得出人意料，演技都是没的说，还不错。,有肥肉的肉,0,4,2018-10-11 08:05
北京,发哥英武不减当年啊，和朋友全程表示发哥腿好长,忆君木兮,0,4.5,2018-10-11 08:03
平舆,李问是画家。。有过人的观察力和记忆力，所以才能从机场引渡到警察局短短的时间内记住开车的周润发饰演的警察的特征从而编了三代做假钞的一个故事。。从头到尾暗恋阮文，还救出在将军处受伤的秀清给她整成阮文的样子。。可惜在阮文心里，他就是个邻居。。一切都是他自己幻想自己是主角。。,地主家的傻儿子哦,0,5,2018-10-11 08:02
银川,没什么意思，如果没有周润发，没什么看的,pMX719462159,0,2,2018-10-11 08:01
南京,不错，值得一看,mabei_86,2,5,2018-10-11 08:00
凉山,好看。好看。好看。,cvh106921394,1,4.5,2018-10-11 07:59
中山,看粤语片就是爽😄电影好精彩，发哥好俊！,dreamella,0,4.5,2018-10-11 07:57
晋江市,不错哦，想剧透，为了那些看不懂的，还是算了，看到后面时候会看懂的，值得一看，发哥还是那么帅，演技还是那么酷,Qsn815869621,0,4.5,2018-10-11 07:56
开封,想二刷的电影,Kiyoooooomi,2,5,2018-10-11 07:55
台州,发哥还是那么帅,郑百亿123,1,5,2018-10-11 07:54
上海,之前各个平台吹得太厉害了，看完有点失望，但很喜欢郭富城的表演。,linusyu20,1,3.5,2018-10-11 07:50
吉林,挺不错的，，,夜殇5920,0,5,2018-10-11 07:50
阜新,只能说，看一半知道了结局，，，但还是很不错,YQH259982863,1,4.5,2018-10-11 07:49
汕头,不错不错，发哥演技越来越好,kOO906094246,0,5,2018-10-11 07:48
兰州,里面发哥真的很帅剧情也很好看,gbi591239497,0,5,2018-10-11 07:47
广州,这几年来 看过最好看的港片了 发哥一如既往的帅 又优雅又带点痞,彭于晏大佬,2,5,2018-10-11 07:47
武汉,港片的一贯风格……没有太多惊喜，中规中矩吧！,EMY809520473,1,2.5,2018-10-11 07:44
广州,剧情设计的很好,general251,1,4.5,2018-10-11 07:43
桐乡,很好不错的呢,knf604357503,0,5,2018-10-11 07:38
西宁,拍得很不错，值得一看。,追梦人48677,1,4,2018-10-11 07:37
开封,真心不错，不到最后看不懂？,7但行好事,1,5,2018-10-11 07:36
寿县,有意思！曲折离奇的故事。,孔笙箫,1,5,2018-10-11 07:33
珠海,喜欢发哥！！无条件支持！！,Kec697515606,0,5,2018-10-11 07:31
南通,非常好看  nice,曹剑峰i,0,5,2018-10-11 07:30
玉溪,老马哥又回来了，老港片的情怀一下被勾起了，剧情很不错，良心之作！,jlX326581651,0,4,2018-10-11 07:29
重庆,还不错👌👍,wy022757,1,5,2018-10-11 07:25
温州,烂电影一部，浪费我的心情,mNU121653395,0,0.5,2018-10-11 07:17
哈尔滨,发哥太帅了 剧情也有反转 不错的,18745063129,2,4,2018-10-11 07:11
上海,越现实，越感人，强烈推荐。,丁西桑,1,5,2018-10-11 07:08
南宁,很好看,QkQ954057279,1,5,2018-10-11 07:05
合肥,"哇～我发哥还是我发哥～无敌大长腿哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
笑点太多～笑出猪声～
最后剧情反转",说爱我＊,2,5,2018-10-11 07:01
菏泽,郭富城的演技有点炸，可以冲击下各大影帝了,hyi869633395,0,4.5,2018-10-11 07:00
鞍山,郭富城愈来愈成熟了，发哥老了，怀念以前的进哥,悟空9101,1,3.5,2018-10-11 06:56
上海,典型的香港娱乐片，没有深度，开心一下就好了。若要仔细推敲，漏洞百出。无法真正打动我的心。,丁文跃660,1,3,2018-10-11 06:52
河源,发哥还是一如既往的帅！,YLc732132638,0,5,2018-10-11 06:50
东莞,挺好看的    还可以,LXZKONG,0,5,2018-10-11 06:49
顺德,两大影帝合作，特棒👍,glen3546,1,5,2018-10-11 06:42
合肥,还不错。从头看到尾。,简约手机,0,4,2018-10-11 06:40
大连,不错，值了票钱,RWH383843812,0,5,2018-10-11 06:37
运城,本人因为看老二没有进去看，娃他爸领着老大去看的，听说刚开始剧情不佳，孩子没看懂😊,oLXo,2,3.5,2018-10-11 06:36
绵阳,实力派的演技！富含哲理的台词人性的刻画很深动,dTb982386640,1,4,2018-10-11 06:35
大连,不错！！！！！,多多2722,0,5,2018-10-11 06:31
天津,挺烧脑的！！！,LC4988,1,5,2018-10-11 06:31
西安,给人一虎头蛇尾的感觉。尤其结尾部分，都不能用“逻辑不严谨”来形容...准确点7.8分,daidman,1,4,2018-10-11 06:29
商丘,挺好的！ ……,mojito1016,2,4.5,2018-10-11 06:14
南通,还可以吧！不错,DqZ561111433,0,4,2018-10-11 05:39
汕头,不错，很好看,Chen清华6,1,5,2018-10-11 05:06
锦州,挺好看的，喜欢张静初,月亮wo踢弯滴,0,5,2018-10-11 05:05
杭州,两位影帝演技爆棚，经典港片再现。,杜兰特311,0,4,2018-10-11 04:58
营口,特别好看，没看过这样的故事情节！！,琳梦儿lin,0,5,2018-10-11 04:51
成都,不错不错很不错,lup413721018,0,4,2018-10-11 04:38
济宁,两位演技真的很棒了  为我发哥而来！,吃可爱长大的小新,2,4.5,2018-10-11 04:28
南宁,冲着发哥给满分,晶莹的莹,2,5,2018-10-11 03:51
上海,迷茫看不懂剧情,HkQ958756378,1,5,2018-10-11 03:46
大连,跌宕起伏，刺激,象之若,1,4,2018-10-11 03:27
杭州,还可以还可以,紫慧709,2,5,2018-10-11 03:23
杭州,只要发哥在 都是满分,ISs352865675,2,5,2018-10-11 03:19
